stop_id,stop_name,stop_desc,stop_lat,stop_lon,level_id,location_type,parent_station,wheelchair_boarding,stop_code,platform_code,platform_name,zone_id,stop_url,stop_address
door-north-crcauseway,North Station - Causeway St (East),North Station - Causeway St (East),42.366404,-71.061324,level_in_street,2,place-north,1,,,,,,
door-north-tdgarden,North Station - TD Garden passageway (Elevator),North Station - TD Garden passageway (Elevator),42.365833,-71.060892,level_in_street,2,place-north,1,,,,,,
door-bbsta-dartmn,Back Bay - Dartmouth St (North),Back Bay - Dartmouth St (North),42.347584,-71.075900,level_in_street,2,place-bbsta,1,,,,,,
door-bbsta-dartms,Back Bay - Dartmouth St (South),Back Bay - Dartmouth St (South),42.347348,-71.075791,level_in_street,2,place-bbsta,1,,,,,,
door-bbsta-dartmw,Back Bay - Dartmouth St (Tracks 5 and 7),Back Bay - Dartmouth St (Tracks 5 and 7),42.347572,-71.076228,level_in_street,2,place-bbsta,2,,,,,,
door-bbsta-buswayn,"Back Bay - Clarendon St, Buses (North)","Back Bay - Clarendon St, Buses (North)",42.348180,-71.074840,level_in_street,2,place-bbsta,1,,,,,,
door-bbsta-busways,"Back Bay - Clarendon St, Buses (South)","Back Bay - Clarendon St, Buses (South)",42.347490,-71.075550,level_in_street,2,place-bbsta,1,,,,,,
door-bbsta-clarcolum,"Back Bay - Clarendon St, Columbus Ave","Back Bay - Clarendon St, Columbus Ave",42.347540,-71.073410,level_in_street,2,place-bbsta,2,,,,,,
door-bbsta-clarendon1,Back Bay - Clarendon St (Tracks 1 and 3),Back Bay - Clarendon St (Tracks 1 and 3),42.347552,-71.072937,level_in_street,2,place-bbsta,2,,,,,,
door-bbsta-clarendon2,Back Bay - Clarendon St (Track 2),Back Bay - Clarendon St (Track 2),42.347471,-71.073050,level_in_street,2,place-bbsta,2,,,,,,
door-bbsta-garage,Back Bay - Garage,Back Bay - Garage,42.347860,-71.075150,level_ground,2,place-bbsta,1,,,,,,
door-bbsta-underpass,Back Bay - Underpass to Copley Place,Back Bay - Underpass to Copley Place,42.347273,-71.076565,level_ground,2,place-bbsta,2,,,,,,
door-haecl-congress,"Haymarket - RMV, City Hall, Faneuil Hall Marketplace","Haymarket - RMV, City Hall, Faneuil Hall Marketplace",42.361977,-71.057805,level_in_street,2,place-haecl,1,,,,,,
door-haecl-busway,"Haymarket - RMV, Sudbury St, New Chardon St","Haymarket - RMV, Sudbury St, New Chardon St",42.362900,-71.058138,level_in_street,2,place-haecl,1,,,,,,
door-tumnl-washington,"Tufts Medical Center - Washington St, Tufts Medical Center","Tufts Medical Center - Washington St, Tufts Medical Center",42.349662,-71.063917,level_in_street,2,place-tumnl,1,,,,,,
door-tumnl-tremont,"Tufts Medical Center - Tremont St, YMCA Wang","Tufts Medical Center - Tremont St, YMCA Wang",42.348690,-71.065310,level_in_street,2,place-tumnl,2,,,,,,
door-aqucl-atlantic,Aquarium - Waterfront and New England Aquarium,Aquarium - Waterfront and New England Aquarium,42.359817,-71.051411,level_in_street,2,place-aqucl,2,,,,,,
door-aqucl-atlanticelev,Aquarium - Waterfront and New England Aquarium,Aquarium - Waterfront and New England Aquarium,42.359861,-71.051243,level_in_street,2,place-aqucl,1,,,,,,
door-aqucl-mcknorth,Aquarium - State St (North),Aquarium - State St (North),42.359534,-71.053183,level_in_street,2,place-aqucl,2,,,,,,
door-aqucl-mcksouth,Aquarium - State St (South),Aquarium - State St (South),42.359331,-71.053039,level_in_street,2,place-aqucl,1,,,,,,
door-asmnl-peabody,Ashmont - Peabody Square,Ashmont - Peabody Square,42.285204,-71.064223,level_in_street,2,place-asmnl,1,,,,,,
door-asmnl-rdexits,Ashmont - Buses,Ashmont - Buses,42.284449,-71.063865,level_ground,2,place-asmnl,2,,,,,,
door-asmnl-matpn,Ashmont - Mattapan Line (Lobby),Ashmont - Mattapan Line (Lobby),42.283928,-71.063598,level_ground,2,place-asmnl,1,,,,,,
door-asmnl-radford,Ashmont - Radford Lane,Ashmont - Radford Lane,42.283587,-71.062983,level_in_street,2,place-asmnl,1,,,,,,
door-asmnl-beale,Ashmont - Beale St,Ashmont - Beale St,42.283765,-71.063468,level_in_street,2,place-asmnl,1,,,,,,
door-sull-main,"Sullivan Square - Buses, Parking, Street","Sullivan Square - Buses, Parking, Street",42.384309,-71.076635,level_ground,2,place-sull,1,,,,,,
door-davis-busway,"Davis - College Ave, Tufts University, Buses","Davis - College Ave, Tufts University, Buses",42.396742,-71.121989,level_in_street,2,place-davis,1,,,,,,
door-davis-holland,"Davis - Holland St, Buses","Davis - Holland St, Buses",42.396992,-71.123191,level_in_street,2,place-davis,2,,,,,,
door-hymnl-mass,"Hynes Convention Center - Massachusetts Ave, Buses","Hynes Convention Center - Massachusetts Ave, Buses",42.347837,-71.087825,level_in_street,2,place-hymnl,2,,,,,,
door-hymnl-newbury,Hynes Convention Center - Newbury St,Hynes Convention Center - Newbury St,42.348151,-71.087555,level_in_street,2,place-hymnl,2,,,,,,
door-lech-entrance,Lechmere - Entrance,Lechmere - Entrance,42.370914,-71.077483,level_ground,2,place-lech,1,,,,,,
door-lech-exit,Lechmere - Exit Only,Lechmere - Exit Only,42.371139,-71.077292,level_ground,2,place-lech,1,,,,,,
door-aport-buses,"Airport - Buses, Airport","Airport - Buses, Airport",42.373984,-71.030031,level_ground,2,place-aport,1,,,,,,
door-aport-bremen,Airport - Bremen St,Airport - Bremen St,42.374553,-71.030306,level_ground,2,place-aport,1,,,,,,
door-chmnl-main,"Charles/MGH - Beacon Hill, Esplanade, Hospitals","Charles/MGH - Beacon Hill, Esplanade, Hospitals",42.361117,-71.070570,level_in_street,2,place-chmnl,1,,,,,,
door-armnl-arltw,Arlington - Arlington St (West),Arlington - Arlington St (West),42.351694,-71.070686,level_in_street,2,place-armnl,2,,,,,,
door-armnl-arlte,Arlington - Arlington St (East),Arlington - Arlington St (East),42.351738,-71.070509,level_in_street,2,place-armnl,2,,,,,,
door-armnl-garden,Arlington - Public Garden ,Arlington - Public Garden ,42.351784,-71.070537,level_in_street,2,place-armnl,2,,,,,,
door-armnl-elevator,"Arlington - Elevator, Boylston St","Arlington - Elevator, Boylston St",42.351796,-71.071280,level_in_street,2,place-armnl,1,,,,,,
door-dwnxg-temple,"Downtown Crossing - Temple Place, Lafaytette Place","Downtown Crossing - Temple Place, Lafaytette Place",42.354877,-71.061547,level_in_street,2,place-dwnxg,2,,,,,,
door-dwnxg-winter,"Downtown Crossing - Washington St, Winter St","Downtown Crossing - Washington St, Winter St",42.355362,-71.060720,level_in_street,2,place-dwnxg,1,,,,,,
door-dwnxg-summer,"Downtown Crossing - Washington St, Summer St","Downtown Crossing - Washington St, Summer St",42.355519,-71.060327,level_in_street,2,place-dwnxg,2,,,,,,
door-dwnxg-macys,Downtown Crossing - Macy's,Downtown Crossing - Macy's,42.355253,-71.060521,level_-1_concourse,2,place-dwnxg,1,,,,,,
door-dwnxg-rochebros,Downtown Crossing - Roche Bros,Downtown Crossing - Roche Bros,42.355292,-71.060075,level_-1_concourse,2,place-dwnxg,1,,,,,,
door-dwnxg-franklin,Downtown Crossing - Franklin St,Downtown Crossing - Franklin St,42.356064,-71.059326,level_in_street,2,place-dwnxg,1,,,,,,
door-dwnxg-hawley,Downtown Crossing - Hawley St (Escalator),Downtown Crossing - Hawley St (Escalator),42.355229,-71.059366,level_in_street,2,place-dwnxg,2,,,,,,
door-dwnxg-101arch,"Downtown Crossing - 101 Arch St, Summer St","Downtown Crossing - 101 Arch St, Summer St",42.354843,-71.059480,level_-1_concourse,2,place-dwnxg,1,,,,,,
door-dwnxg-chauncy,Downtown Crossing - Chauncy St,Downtown Crossing - Chauncy St,42.354360,-71.059588,level_in_street,2,place-dwnxg,2,,,,,,
door-dwnxg-summereast,"Downtown Crossing - Summer St, Washington St","Downtown Crossing - Summer St, Washington St",42.355369,-71.060192,level_in_street,2,place-dwnxg,2,,,,,,
door-pktrm-tremontw,"Park Street - Boston Common, Tremont St","Park Street - Boston Common, Tremont St",42.356490,-71.062531,level_in_street,2,place-pktrm,2,,,,,,
door-pktrm-elevatorwb,"Park Street - Elevator, Tremont St","Park Street - Elevator, Tremont St",42.356331,-71.062675,level_in_street,2,place-pktrm,1,,,,,,
door-pktrm-tremonte,"Park Street - Tremont St, Boston Common","Park Street - Tremont St, Boston Common",42.356370,-71.062321,level_in_street,2,place-pktrm,2,,,,,,
door-pktrm-exitashbrain,Park Street - Escalator to Tremont St (South),Park Street - Escalator to Tremont St (South),42.355976,-71.062427,level_in_street,2,place-pktrm,2,,,,,,
door-pktrm-elevatoreb,Park Street - Tremont St to Lobby (Elevator 804),Park Street - Tremont St to Lobby (Elevator 804),42.356172,-71.062239,level_in_street,2,place-pktrm,1,,,,,,
door-pktrm-winter,"Park Street - Tremont St, Winter St","Park Street - Tremont St, Winter St",42.356397,-71.062008,level_in_street,2,place-pktrm,2,,,,,,
door-pktrm-exitalewife,Park Street - Escalator to Tremont St (North),Park Street - Escalator to Tremont St (North),42.356504,-71.061904,level_in_street,2,place-pktrm,2,,,,,,
door-pktrm-west,Park Street - Boston Common,Park Street - Boston Common,42.355456,-71.063402,level_in_street,2,place-pktrm,2,,,,,,
door-state-meeting,"State Street - Washington St, Milk St","State Street - Washington St, Milk St",42.357150,-71.058394,level_in_street,2,place-state,1,,,,,,
door-state-water,"State Street - Devonshire St, Water St","State Street - Devonshire St, Water St",42.357487,-71.057412,level_in_street,2,place-state,2,,,,,,
door-state-congress,State Street - Congress St (North),State Street - Congress St (North),42.359115,-71.056699,level_in_street,2,place-state,1,,,,,,
door-state-exchange,State Street - Congress St (Exchange Place),State Street - Congress St (Exchange Place),42.358413,-71.056499,level_in_street,2,place-state,1,,,,,,
door-state-state,"State Street - Old State House, State St","State Street - Old State House, State St",42.358735,-71.057298,level_in_street,2,place-state,2,,,,,,
door-state-cityhall,State Street - City Hall,State Street - City Hall,42.359435,-71.057615,level_in_street,2,place-state,2,,,,,,
door-boyls-inbound,"Boylston - Boston Common, Street","Boylston - Boston Common, Street",42.352531,-71.064685,level_in_street,2,place-boyls,2,,,,,,
door-boyls-outbound,"Boylston - Boston Common, Street","Boylston - Boston Common, Street",42.353214,-71.064546,level_in_street,2,place-boyls,2,,,,,,
door-gover-main,Government Center - City Hall Plaza,Government Center - City Hall Plaza,42.359699,-71.059360,level_in_street,2,place-gover,1,,,,,,
door-bmmnl-main,Beachmont - Winthrop Ave,Beachmont - Winthrop Ave,42.397551,-70.992358,level_in_street,2,place-bmmnl,1,,,,,,
door-sdmnl-benning,Suffolk Downs - Bennington St,Suffolk Downs - Bennington St,42.390367,-70.996964,level_in_street,2,place-sdmnl,1,,,,,,
door-sdmnl-walley,Suffolk Downs - Walley St,Suffolk Downs - Walley St,42.390640,-70.997388,level_in_street,2,place-sdmnl,1,,,,,,
door-orhte-benning,Orient Heights - Bennington St,Orient Heights - Bennington St,42.387080,-71.004664,level_ground,2,place-orhte,1,,,,,,
door-orhte-saratoga,"Orient Heights - Saratoga St, Barnes Ave","Orient Heights - Saratoga St, Barnes Ave",42.386862,-71.004364,level_ground,2,place-orhte,1,,,,,,
door-wimnl-lovell,Wood Island - Lovell St,Wood Island - Lovell St,42.379446,-71.023083,level_in_street,2,place-wimnl,1,,,,,,
door-wimnl-benning,Wood Island - Bennington St,Wood Island - Bennington St,42.379854,-71.023052,level_ground,2,place-wimnl,1,,,,,,
door-ogmnl-wash,Oak Grove - Washington St,Oak Grove - Washington St,42.436676,-71.071152,level_in_street,2,place-ogmnl,2,,,,,,
door-ogmnl-banks,Oak Grove - Banks Place,Oak Grove - Banks Place,42.436859,-71.070343,level_ground,2,place-ogmnl,1,,,,,,
door-fldcr-busway,"Fields Corner - Busway, Street","Fields Corner - Busway, Street",42.300019,-71.061475,level_ground,2,place-fldcr,1,,,,,,
door-fldcr-charles,Fields Corner - Charles St,Fields Corner - Charles St,42.300463,-71.061868,level_in_street,2,place-fldcr,1,,,,,,
door-nqncy-hancock,North Quincy - Hancock St,North Quincy - Hancock St,42.276631,-71.030922,level_ground,2,place-nqncy,1,,,,,,
door-nqncy-squantum,North Quincy - West Squantum St,North Quincy - West Squantum St,42.275210,-71.029243,level_1_ground,2,place-nqncy,1,,,,,,
door-nqncy-newport,North Quincy - Newport Ave Extension,North Quincy - Newport Ave Extension,42.276483,-71.031184,level_ground,2,place-nqncy,1,,,,,,
door-shmnl-savin,Savin Hill - Savin Hill Ave,Savin Hill - Savin Hill Ave,42.311299,-71.053302,level_1_in_street,2,place-shmnl,1,,,,,,
door-shmnl-sydney,Savin Hill - South Sydney St,Savin Hill - South Sydney St,42.310856,-71.053701,level_ground,2,place-shmnl,1,,,,,,
door-spmnl-nashua,"Science Park - Nashua St, Spaulding Rehab Hospital (Stairs)","Science Park - Nashua St, Spaulding Rehab Hospital (Stairs)",42.366870,-71.067757,level_ground,2,place-spmnl,2,,,,,,
door-spmnl-nashuael,"Science Park - Nashua St, Spaulding Rehab Hospital (Elevator)","Science Park - Nashua St, Spaulding Rehab Hospital (Elevator)",42.366856,-71.067733,level_ground,2,place-spmnl,1,,,,,,
door-spmnl-obrien,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs)","Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs)",42.366730,-71.067998,level_ground,2,place-spmnl,2,,,,,,
door-spmnl-obrienel,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator)","Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator)",42.366650,-71.067966,level_ground,2,place-spmnl,1,,,,,,
door-wondl-nshore,Wonderland - 1300 North Shore Rd,Wonderland - 1300 North Shore Rd,42.413650,-70.991904,level_in_street,2,place-wondl,1,,,,,,
door-wondl-ocean,Wonderland - Ocean Ave,Wonderland - Ocean Ave,42.413295,-70.991550,level_ground,2,place-wondl,1,,,,,,
door-wondl-oceann,Wonderland - Ocean Ave North,Wonderland - Ocean Ave North,42.413372,-70.990494,level_in_street,2,place-wondl,2,,,,,,
door-wondl-oceannele,Wonderland - Ocean Ave North Elevator,Wonderland - Ocean Ave North Elevator,42.413537,-70.990558,level_in_street,2,place-wondl,1,,,,,,
door-wondl-revere,Wonderland - Revere Beach,Wonderland - Revere Beach,42.413290,-70.989770,level_in_street,2,place-wondl,1,,,,,,
door-mvbcl-square,"Maverick - Sumner St, Maverick Square","Maverick - Sumner St, Maverick Square",42.369193,-71.039500,level_in_street,2,place-mvbcl,1,,,,,,
door-mvbcl-lewis,Maverick - Lewis Mall,Maverick - Lewis Mall,42.368275,-71.040539,level_ground,2,place-mvbcl,1,,,,,,
door-bomnl-main,Bowdoin - Cambridge St,Bowdoin - Cambridge St,42.361350,-71.061971,level_in_street,2,place-bomnl,2,,,,,,
door-welln-garage,"Wellington - Station Landing, Garage","Wellington - Station Landing, Garage",42.402461,-71.080092,level_ground,2,place-welln,1,,,,,,
door-welln-busway,"Wellington - Buses, Parking Lot","Wellington - Buses, Parking Lot",42.402446,-71.076576,level_ground,2,place-welln,1,,,,,,
door-smmnl-clemen,"Shawmut - Clementine Park, Centre St","Shawmut - Clementine Park, Centre St",42.293067,-71.065784,level_ground,2,place-smmnl,1,,,,,,
door-andrw-exitonly,Andrew - Southampton St,Andrew - Southampton St,42.330004,-71.057863,level_ground,2,place-andrw,2,,,,,,
door-andrw-dotave,"Andrew - Street, Buses","Andrew - Street, Buses",42.330017,-71.057309,level_ground,2,place-andrw,2,,,,,,
door-andrw-busway,Andrew - Buses,Andrew - Buses,42.330164,-71.057605,level_ground,2,place-andrw,2,,,,,,
door-andrw-elevator,Andrew - Elevator,Andrew - Elevator,42.330017,-71.057684,level_ground,2,place-andrw,1,,,,,,
door-chncl-ogessex,"Chinatown - Washington St, Essex St","Chinatown - Washington St, Essex St",42.352252,-71.062519,level_in_street,2,place-chncl,2,,,,,,
door-chncl-foresthills,"Chinatown - Washington St, Essex St","Chinatown - Washington St, Essex St",42.352457,-71.062678,level_in_street,2,place-chncl,2,,,,,,
door-chncl-ogelevator,Chinatown - Elevator (Oak Grove),Chinatown - Elevator (Oak Grove),42.352628,-71.062443,level_in_street,2,place-chncl,1,,,,,,
door-chncl-fhelevator,"Chinatown - Washington St, Essex St","Chinatown - Washington St, Essex St",42.352405,-71.063087,level_in_street,2,place-chncl,1,,,,,,
door-knncl-sbmain,"Kendall/MIT - Main St, Buses, Cambridge Center","Kendall/MIT - Main St, Buses, Cambridge Center",42.362259,-71.086206,level_in_street,2,place-knncl,1,,,,,,
door-knncl-nbmain,"Kendall/MIT - Main St, Buses, Cambridge Center","Kendall/MIT - Main St, Buses, Cambridge Center",42.362588,-71.086167,level_in_street,2,place-knncl,1,,,,,,
door-knncl-sbsecond,"Kendall/MIT - Main St, Third St","Kendall/MIT - Main St, Third St",42.362232,-71.084862,level_in_street,2,place-knncl,2,,,,,,
door-knncl-nbsecond,"Kendall/MIT - Main St, Third St","Kendall/MIT - Main St, Third St",42.362439,-71.084837,level_in_street,2,place-knncl,2,,,,,,
door-cntsq-western,Central - Western Ave,Central - Western Ave,42.365635,-71.104304,level_in_street,2,place-cntsq,2,,,,,,
door-cntsq-ibmass,Central - Mass Ave,Central - Mass Ave,42.365190,-71.103557,level_in_street,2,place-cntsq,1,,,,,,
door-cntsq-pearl,Central - Pearl St,Central - Pearl St,42.364831,-71.102989,level_in_street,2,place-cntsq,2,,,,,,
door-cntsq-essex,Central - Essex St,Central - Essex St,42.364991,-71.102811,level_in_street,2,place-cntsq,2,,,,,,
door-cntsq-obmass,Central - Mass Ave,Central - Mass Ave,42.365541,-71.103749,level_in_street,2,place-cntsq,1,,,,,,
door-cntsq-prospect,Central - Prospect St,Central - Prospect St,42.365778,-71.104131,level_in_street,2,place-cntsq,2,,,,,,
door-brdwy-traveler,Broadway - Traveler St,Broadway - Traveler St,42.342962,-71.057389,level_in_street,2,place-brdwy,2,,,,,,
door-brdwy-main,Broadway - Broadway,Broadway - Broadway,42.342560,-71.056944,level_in_street,2,place-brdwy,1,,,,,,
door-ccmnl-main,"Community College - Community College, Rutherford Ave","Community College - Community College, Rutherford Ave",42.373719,-71.069600,level_in_street,2,place-ccmnl,1,,,,,,
door-jaksn-main,"Jackson Square - Centre St, Busway, Park","Jackson Square - Centre St, Busway, Park",42.323014,-71.099879,level_ground,2,place-jaksn,1,,,,,,
door-astao-foley,Assembly - Foley St,Assembly - Foley St,42.393312,-71.077661,level_in_street,2,place-astao,1,,,,,,
door-astao-revol,Assembly - Revolution Dr,Assembly - Revolution Dr,42.392164,-71.077559,level_in_street,2,place-astao,1,,,,,,
door-qamnl-burgin,Quincy Adams - Burgin Parkway,Quincy Adams - Burgin Parkway,42.233317,-71.007363,level_ground,2,place-qamnl,1,,,,,,
door-qamnl-pickup,Quincy Adams - Pick-up/Drop-off,Quincy Adams - Pick-up/Drop-off,42.232705,-71.007425,level_ground,2,place-qamnl,1,,,,,,
door-qamnl-indep,Quincy Adams - Independence Avenue,Quincy Adams - Independence Avenue,42.233436,-71.006137,level_independence_ave,2,place-qamnl,1,,,,,,
door-alfcl-alewife,Alewife - Alewife Path,Alewife - Alewife Path,42.395862,-71.140929,level_ground,2,place-alfcl,1,,,,,,
door-alfcl-russell,Alewife - Russell Field,Alewife - Russell Field,42.396060,-71.139575,level_ground,2,place-alfcl,1,,,,,,
door-alfcl-busway,"Alewife - Garage, Buses","Alewife - Garage, Buses",42.395672,-71.141631,level_ground,2,place-alfcl,1,,,,,,
door-alfcl-steel,"Alewife - Steel Place, Alewife Brook Reserve","Alewife - Steel Place, Alewife Brook Reserve",42.395578,-71.142469,level_in_street,2,place-alfcl,1,,,,,,
door-alfcl-cambridgepark,"Alewife - Cambridgepark Dr, Alewife Brook Pkwy","Alewife - Cambridgepark Dr, Alewife Brook Pkwy",42.394893,-71.141516,level_in_street,2,place-alfcl,1,,,,,,
door-rcmnl-tremont,Roxbury Crossing - Tremont St,Roxbury Crossing - Tremont St,42.331415,-71.095480,level_in_street,2,place-rcmnl,1,,,,,,
door-masta-corridor,Massachusetts Avenue - Massachusetts Ave (Northside),Massachusetts Avenue - Massachusetts Ave (Northside),42.341773,-71.083167,level_in_street,2,place-masta,1,,,,,,
door-masta-main,Massachusetts Avenue - Massachusetts Ave (Southside),Massachusetts Avenue - Massachusetts Ave (Southside),42.341551,-71.083436,level_in_street,2,place-masta,1,,,,,,
door-masta-camden,Massachusetts Avenue - Camden St,Massachusetts Avenue - Camden St,42.340379,-71.084763,level_ground,2,place-masta,2,,,,,,
door-harsq-square,Harvard - Harvard Square,Harvard - Harvard Square,42.373371,-71.119004,level_in_street,2,place-harsq,2,,,,,,
door-harsq-brattle,Harvard - Brattle Square,Harvard - Brattle Square,42.373310,-71.120545,level_in_street,2,place-harsq,1,,,,,,
door-harsq-yard,"Harvard - Church St, Harvard Yard","Harvard - Church St, Harvard Yard",42.374384,-71.118669,level_in_street,2,place-harsq,2,,,,,,
door-harsq-church,"Harvard - Church St, Harvard Square","Harvard - Church St, Harvard Square",42.374317,-71.118956,level_in_street,2,place-harsq,2,,,,,,
door-symcl-ebchurch,"Symphony - Massachusetts Ave, First Church of Christ","Symphony - Massachusetts Ave, First Church of Christ",42.342764,-71.084511,level_in_street,2,place-symcl,2,,,,,,
door-symcl-ebsymphony,"Symphony - Massachusetts Ave, Symphony Hall","Symphony - Massachusetts Ave, Symphony Hall",42.342457,-71.084862,level_in_street,2,place-symcl,2,,,,,,
