route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
92-_-1,92,1,Sullivan Square Station - Haymarket Station,,3,509201040,60413262,0
93-2-0,93,0,Downtown - Sullivan Square Station via Navy Yard,Weekdays only,1,509300000,60413085,0
93-1-0,93,0,Downtown - Sullivan Square Station,,2,509300030,60413083,0
93-_-0,93,0,Haymarket Station - Sullivan Square Station,,2,509300070,60412996,0
93-6-1,93,1,Sullivan Square Station - Downtown via Navy Yard (Detour),Weekdays only,1,509301000,60413170,0
93-5-1,93,1,Sullivan Square Station - Downtown (Detour),,2,509301030,60413164,0
93-_-1,93,1,Sullivan Square Station - Haymarket Station,,3,509301070,60413264,0
93-4-1,93,1,Bunker Hill St at Concord St - Haymarket Station,School days only,3,509301100,60311298,0
94-1-0,94,0,Davis Station - Medford Square,,1,509400000,60411866,0
94-2-0,94,0,Davis Station - Medford Square via Medford HS,School days only,3,509400040,60315091,0
94-1-1,94,1,Medford Square - Davis Station,,1,509401000,60411868,0
95-3-0,95,0,Sullivan Square Station - Arlington Center,,1,509500000,60411886,0
95-_-0,95,0,Sullivan Square Station - West Medford,,1,509500040,60411847,0
95-5-0,95,0,Fellsway Garage - West Medford via Winthrop St,School days only,3,509500080,60315125,0
95-2-0,95,0,Fellsway Garage - West Medford,Weekday early mornings only,3,509500100,60412414,0
95-3-1,95,1,Arlington Center - Sullivan Square Station,,1,509501000,60411887,0
95-_-1,95,1,West Medford - Sullivan Square Station,,1,509501040,60411848,0
95-5-1,95,1,West Medford - Fellsway Garage via Winthrop St,School days only,3,509501080,60314948,0
96-_-0,96,0,Harvard Station - Medford Square,,1,509600000,60411897,0
96-_-1,96,1,Medford Square - Harvard Station,,1,509601000,60411896,0
97-5-0,97,0,Wellington Station - Malden Center Station,,1,509700000,60411852,0
97-5-1,97,1,Malden Center Station - Wellington Station,,1,509701000,60411851,0
99-7-0,99,0,Wellington Station - Woodland Rd,,1,509900000,60411900,0
99-8-0,99,0,Wellington Station - Woodland Rd via Gateway Center,,3,509900040,60414233,0
99-7-1,99,1,Woodland Rd - Wellington Station,,1,509901000,60411901,0
99-8-1,99,1,Woodland Rd - Wellington Station via Gateway Center,,3,509901040,60414234,0
100-3-0,100,0,Wellington Station - Elm St,,1,510000000,60411916,0
100-1-0,100,0,Wellington Station - Roosevelt Circle,Evenings only,3,510000040,60410968,0
100-3-1,100,1,Elm St - Wellington Station,,1,510001000,60411917,0
100-1-1,100,1,Roosevelt Circle - Wellington Station,Evenings only,3,510001040,60410972,0
101-3-0,101,0,Sullivan Square Station - Malden Center Station,,1,510100000,60411915,0
101-2-0,101,0,Main St & Henry St - Winthrop St & Brooks St,School days only,3,510100040,60314905,0
101-3-1,101,1,Malden Center Station - Sullivan Square Station,,1,510101000,60411914,0
101-8-1,101,1,Winthrop St & Brooks St - Sullivan Square Station,School days only,3,510101040,60314949,0
104-_-0,104,0,Sullivan Square Station - Malden Center Station via Ferry,,1,510400000,60413590,0
104-_-1,104,1,Malden Center Station - Sullivan Square Station via Ferry,,1,510401000,60413589,0
105-1-0,105,0,Sullivan Square Station - Malden Center Station,,1,510500000,60411928,0
105-1-1,105,1,Malden Center Station - Sullivan Square Station,,1,510501000,60411840,0
106-_-0,106,0,Wellington Station - Lebanon Loop,,1,510600000,60412062,0
106-4-0,106,0,Malden Center Station - Lebanon Loop,Evenings only,3,510600040,60413662,0
106-3-1,106,1,Lebanon Loop - Wellington Station via Sylvan St,,1,510601000,60412066,0
106-_-1,106,1,Lebanon Loop - Wellington Station,Weekday evenings only,3,510601040,60413702,0
106-4-1,106,1,Lebanon Loop - Malden Center Station,Evenings only,3,510601060,60410966,0
108-6-0,108,0,Wellington Station - Linden Square,,1,510800000,60412061,0
108-7-0,108,0,Malden Center Station - Linden Square,School days only,3,510800040,60314780,0
108-2-0,108,0,Salem St & Sprague St - Linden Square,School days only,3,510800060,60314868,0
108-6-1,108,1,Linden Square - Wellington Station,,1,510801000,60412069,0
108-7-1,108,1,Linden Square - Malden Center Station,Weekdays only,3,510801040,60412085,0
109-_-0,109,0,Sullivan Square Station - Linden Square,,1,510900000,60413586,0
109-_-1,109,1,Linden Square - Sullivan Square Station,,1,510901000,60413592,0
110-_-0,110,0,Wellington Station - Wonderland Station via Woodlawn,,1,511000000,60412197,0
110-4-0,110,0,Wellington Station - Broadway & Park Ave via Woodlawn,,2,511000040,60412204,0
110-2-0,110,0,Wellington Station - Woodlawn via Broadway,,3,511000080,60413920,0
110-_-1,110,1,Wonderland Station - Wellington Station via Woodlawn,,1,511001000,60412203,0
110-4-1,110,1,Broadway & Park Ave - Wellington Station via Woodlawn,,2,511001040,60412202,0
110-2-1,110,1,Elm St opp Haskell Ave - Wellington Station Busway,School days only,3,511001080,60312458,0
111-5-0,111,0,Haymarket Station - Woodlawn,,1,511100000,60412837,0
111-5-1,111,1,Woodlawn - Haymarket Station,,1,511101000,60413350,0
112-_-0,112,0,Wood Island Station - Wellington Station via Mystic Mall,,1,511200000,60411926,0
112-_-1,112,1,Wellington Station - Wood Island Station via Mystic Mall,,1,511201000,60411925,0
114-1-0,114,0,Maverick Station - Mystic Mall,Weekdays only,1,511400000,60470364,0
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,511401000,60470451,0
116-4-0,116,0,Maverick Station - Wonderland Station,,1,511600000,60470219,0
116-9-0,116,0,Broadway & Central Ave - Wonderland Station,Sunday early mornings only,3,511600040,60474908,0
116-4-1,116,1,Wonderland Station - Maverick Station,,1,511601000,60470220,0
117-5-0,117,0,Maverick Station - Wonderland Station,,1,511700000,60470209,0
117-4-0,117,0,Wonderland via Maverick,Late nights only,3,511700040,60470276,0
117-1-0,117,0,"Haymarket Station - Logan Airport, Terminal C",Early mornings only,3,511700070,60470438,0
117-2-0,117,0,Haymarket Station - Maverick Station,Sunday early mornings only,3,511700100,60474843,0
117-5-1,117,1,Wonderland Station - Maverick Station,,1,511701000,60470210,0
117-3-1,117,1,Lynn Bus Garage - Haymarket Station via Maverick Station,Early mornings only,3,511701040,60470424,0
117-8-1,117,1,Broadway & Central Ave - Haymarket Station,Early mornings only,3,511701070,60470440,0
117-_-1,117,1,Wonderland Station - Haymarket Station,Sunday early mornings only,3,511701100,60474907,0
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,511900000,60469799,0
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,1,511900030,60469808,0
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,1,511901000,60469798,0
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,511901030,60469806,0
120-2-0,120,0,Maverick Station - Orient Heights Station via Wood Island,,1,512000000,60469887,0
120-2-1,120,1,Orient Heights Station - Maverick Station via Jeffries Point,,1,512001000,60469889,0
120-1-1,120,1,Orient Heights Station - Maverick Station,School days only,3,512001040,60467827,0
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,512100000,60469835,0
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,2,512100030,60469851,0
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,512101000,60469836,0
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,2,512101020,60469850,0
131-1-0,131,0,Malden Center - Melrose Highlands Station via Oak Grove,Weekdays only,1,513100000,60412004,0
131-1-1,131,1,Melrose Highlands - Malden Center Station via Oak Grove,Weekdays only,1,513101000,60412006,0
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,513200000,60411931,0
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,513201000,60411932,0
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,1,513400000,60411921,0
134-5-0,134,0,Wellington Station - North Woburn,,2,513400020,60411919,0
134-6-0,134,0,Wellington Station - Winthrop St & Playstead Rd,,2,513400060,60413331,0
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,2,513400090,60412338,0
134-4-0,134,0,Middlesex Ave - Winthrop St & Brooks St,School days only,3,513400110,60314894,0
134-9-0,134,0,Wellington Station - Woburn Square,Sundays only,3,513400130,60411416,0
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,1,513401000,60411922,0
134-5-1,134,1,North Woburn - Wellington Station,,2,513401020,60411920,0
134-6-1,134,1,Winthrop St & Playstead Rd - Wellington Station,,2,513401060,60412274,0
134-4-1,134,1,Winthrop St & Brooks St - Middlesex Ave,School days only,3,513401090,60314952,0
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,513401110,60413928,0
134-9-1,134,1,Woburn Square - Wellington Station,Sundays only,3,513401130,60411409,0
137-7-0,137,0,Malden Center - Lincoln St @ Reading Depot,,1,513700000,60412012,0
137-6-0,137,0,Oak Grove Busway - Lincoln St @ Reading Depot,Weekdays only,2,513700040,60412009,0
137-7-1,137,1,Lincoln St @ Reading Depot - Malden Center,,1,513701000,60412010,0
137-6-1,137,1,Lincoln St @ Reading Depot - Oak Grove Busway,Weekdays only,2,513701040,60412011,0
137-4-1,137,1,Main St @ Water St - Malden Center,,3,513701070,60314738,0
171-_-0,171,0,Nubian Station - Logan Airport Terminals,Early mornings only,1,517100000,60063969,0
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,,1,520100000,60493421,0
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,520100030,60493389,0
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,520100070,60493420,0
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,,1,520101000,60493383,0
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,520101030,60493374,0
201-1-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,School days only,3,520101070,60167616_1,0
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,520200000,60494029,0
202-6-1,202,1,Keystone Apts - Fields Corner Station via Neponset Ave,Weekdays only,1,520201000,60494041,0
210-3-0,210,0,Fields Corner Station - Quincy Center Station,Weekdays only,1,521000000,60493969,0
210-_-0,210,0,North Quincy Station - Quincy Center Station,,3,521000030,60495491,0
210-1-0,210,0,Fields Corner Station - Braintree Station,Late nights only,3,521000050,60493984,0
210-3-1,210,1,Quincy Center Station - Fields Corner Station,Weekdays only,1,521001000,60493950,0
210-_-1,210,1,Quincy Center Station - North Quincy Station,,2,521001030,60493965,0
211-_-0,211,0,Squantum - Quincy Center Station,,1,521100000,60493445,0
211-_-1,211,1,Quincy Center Station - Squantum,,1,521101000,60494188,0
211-1-1,211,1,Hollis Ave & Newbury Ave - Squantum,School days only,3,521101040,60488058,0
215-1-0,215,0,Ashmont Station - Quincy Center Station,,1,521500000,60493446,0
215-2-0,215,0,Adams St & Robertson St - Quincy Center Station,School days only,3,521500040,60487448,0
215-3-0,215,0,Fields Corner Station - Quincy Center Station,Sundays only,3,521500060,60498223,0
215-_-0,215,0,North Quincy Station - Quincy Center Station,Early mornings only,3,521500080,60493474,0
215-1-1,215,1,Quincy Center Station - Ashmont Station,,1,521501000,60493459,0
215-7-1,215,1,Quincy Center Station - East Milton Square,School days only,3,521501040,60487500,0
215-_-1,215,1,Quincy Center Station - North Quincy Station,Early mornings only,3,521501060,60493472,0
215-3-1,215,1,Quincy Center Station - Fields Corner Station,Sundays only,3,521501090,60498217,0
216-2-0,216,0,Quincy Center Station - Houghs Neck via Germantown,,1,521600000,60493528,0
216-4-0,216,0,Quincy Center - Houghs Neck via McGrath Hwy & Germantown,,2,521600040,60493568,0
216-5-0,216,0,Coddington St & Newcomb St - Houghs Neck via Germantown,School days only,3,521600070,60487530,0
216-1-0,216,0,Calvin Rd & Moffat Rd - Houghs Neck,School days only,3,521600090,60487533,0
216-6-0,216,0,Calvin Rd & Moffat Rd - Germantown,School days only,3,521600110,60487532,0
216-_-1,216,1,Houghs Neck - Quincy Center Station,,1,521601000,60493546,0
216-4-1,216,1,Houghs Neck - Quincy Center Station via McGrath Hwy,,2,521601040,60493562,0
217-8-0,217,0,Ashmont Station - Quincy Center Station via North Quincy,Weekdays only,1,521700000,60493520,0
217-1-0,217,0,Ashmont - Quincy Center via North Quincy & Hollis Ave,AM peak hours only,2,521700020,60493526,0
217-8-1,217,1,Quincy Center Station - Ashmont Station via North Quincy,Weekdays only,1,521701000,60493521,0
217-2-1,217,1,Hollis Ave & Newbury Ave - Bryant Ave & Upton St,School days only,2,521701030,60487528,0
220-3-0,220,0,Quincy Center Station - Hingham Depot,,1,522000000,60493642,0
220-4-0,220,0,Quincy Center Station - Hingham Depot via Hingham Center,Weekdays only,2,522000040,60493648,0
220-3-1,220,1,Hingham Depot - Quincy Center Station,,1,522001000,60493640,0
222-9-0,222,0,Quincy Center Station - Pleasant St & Washington St,,1,522200000,60493703,0
222-_-0,222,0,Quincy Center Station - East Weymouth,,1,522200040,60493716,0
222-_-1,222,1,East Weymouth - Quincy Center Station,,1,522201000,60493722,0
222-9-1,222,1,Pleasant St & Washington St - Quincy Center Station,,1,522201040,60493718,0
225-_-0,225,0,Quincy Center Station - Weymouth Landing via Howard St,,1,522500000,60493770,0
225-1-0,225,0,Quincy Center Station - Weymouth Landing via South St,,1,522500040,60493772,0
225-1-1,225,1,Weymouth Landing - Quincy Center Station via South St,,1,522501000,60493771,0
225-_-1,225,1,Weymouth Landing - Quincy Center Station via Howard St,,1,522501040,60493769,0
226-_-0,226,0,Braintree Station - Columbian Square,,1,522600000,60493843,0
226-_-1,226,1,Columbian Square - Braintree Station,,1,522601000,60493844,0
230-3-0,230,0,Quincy Center Station - Montello Station,,1,523000000,60493890,0
230-5-0,230,0,Quincy Center Station - Montello Station via Holbrook Ct,Weekday middays only,3,523000040,60493920,0
230-3-1,230,1,Montello Station - Quincy Center Station,,1,523001000,60493889,0
230-5-1,230,1,Montello Station - Quincy Center Station via Holbrook Ct,Weekday middays only,2,523001040,60493916,0
236-2-0,236,0,Quincy Center Station - South Shore Plaza,,1,523600000,60493928,0
236-3-0,236,0,Quincy Center Station - Braintree Station,Mornings only,3,523600040,60493923,0
236-2-1,236,1,South Shore Plaza - Quincy Center Station,,1,523601000,60493927,0
236-3-1,236,1,Braintree Station - Quincy Center Station,Mornings only,2,523601040,60493924,0
238-9-0,238,0,Quincy Center Station - Holbrook/Randolph Station,Weekdays only,1,523800000,60493997,0
238-7-0,238,0,Quincy Center Station - Crawford Square,,2,523800030,60493998,0
238-3-0,238,0,Quincy Center Station - Avon Square,,3,523800060,60494028,0
238-9-1,238,1,Holbrook/Randolph Station - Quincy Center Station,Weekdays only,1,523801000,60494006,0
238-7-1,238,1,Crawford Square - Quincy Center Station,,2,523801030,60494002,0
238-3-1,238,1,Avon Square - Quincy Center Station,Sundays only,3,523801060,60498448,0
240-1-0,240,0,Ashmont Station - Avon Square,,1,524000000,60494110,0
240-9-0,240,0,Ashmont Station - Holbrook/Randolph Station,Weekdays only,2,524000040,60494103,0
240-_-0,240,0,Ashmont Station - Crawford Square,,2,524000070,60494150,0
240-1-1,240,1,Avon Square - Ashmont Station,,1,524001000,60494104,0
240-9-1,240,1,Holbrook/Randolph Station - Ashmont Station,Weekdays only,2,524001040,60494109,0
240-_-1,240,1,Memorial Pkwy - Ashmont Station,,2,524001060,60494101,0
240-3-1,240,1,Holbrook/Randolph Station - North Randolph,Weekdays only,3,524001100,60494142,0
240-2-1,240,1,Crawford Square - North Randolph,,3,524001130,60494144,0
245-_-0,245,0,Mattapan Station - Quincy Center Station via Edge Hill Rd,Weekdays only,1,524500000,60493511,0
245-8-0,245,0,Mattapan - Quincy Center via Alleyne St & Edge Hill Rd,AM peak hours only,2,524500030,60493516,0
245-_-1,245,1,Quincy Center Station - Mattapan Station via Edge Hill Rd,Weekdays only,1,524501000,60493507,0
245-5-1,245,1,Hancock St & St Anns Rd - Newport Ave & Beale St,School days only,3,524501020,60487516,0
350-5-0,350,0,Alewife Station - North Burlington via Burlington Mall,,1,535000000,60225896,0
350-4-0,350,0,Alewife Station - North Burlington,,2,535000040,60225906,0
350-8-0,350,0,Alewife Station - Northwest Park,Weekday early mornings only,3,535000080,60225926,0
350-5-1,350,1,North Burlington - Alewife Station via Burlington Mall,,1,535001000,60225894,0
350-4-1,350,1,North Burlington - Alewife Station,,3,535001040,60220313,0
351-_-0,351,0,Third Ave - Bedford Woods Dr,Weekdays only,1,535100000,60225882,0
351-1-0,351,0,Third Ave - Bedford Woods Dr via EMD Serono,Weekday mornings only,1,535100020,60225895,0
351-1-1,351,1,Bedford Woods Dr - Third Ave via EMD Serono,Weekdays only,1,535101000,60225884,0
351-_-1,351,1,Bedford Woods Dr - Third Ave,Weekdays only,1,535101020,60225893,0
354-4-0,354,0,"State St, Boston - North Burlington via Woburn",,1,535400000,60412263,0
354-6-0,354,0,"State St, Boston - North Burlington via Medford Sq, West Cummings Park & Woburn",,2,535400040,60412255,0
354-4-1,354,1,"North Burlington - State St, Boston via Woburn",,1,535401000,60412365,0
354-6-1,354,1,"North Burlington - State St, Boston via Woburn, West Cummings Park & Medford Sq",,1,535401040,60412374,0
411-1-0,411,0,Malden Center Station - Kennedy Dr,Weekdays only,1,541100000,60412108,0
411-9-0,411,0,Malden Center Station - Jack Satter House via Kennedy Dr,,1,541100030,60412073,0
411-9-1,411,1,Jack Satter House - Malden Center Station via Kennedy Dr,,1,541101000,60412065,0
411-1-1,411,1,Kennedy Dr - Malden Center Station,Weekdays only,1,541101030,60412105,0
424-6-0,424,0,Wonderland Station - Eastern Ave & Essex St,Weekdays only,1,542400000,60469726,0
424-6-1,424,1,Eastern Ave & Essex St - Wonderland Station,Weekday mornings only,1,542401000,60469723,0
426-_-0,426,0,"Haymarket Station - Central Square, Lynn",Weekdays only,1,542600000,60469711,0
426-7-0,426,0,"Wonderland Station - Central Square, Lynn via Silsbee St",,2,542600030,60469717,0
426-2-0,426,0,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,542600060,60467821,0
426-3-0,426,0,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,542600080,60467830,0
426-_-1,426,1,"Central Square, Lynn - Haymarket Station",Weekdays only,1,542601000,60469705,0
426-7-1,426,1,"Central Square, Lynn - Wonderland Station",,2,542601030,60469709,0
428-_-0,428,0,Haymarket Station - Oaklandvale,Weekdays only,1,542800000,60469986,0
428-_-1,428,1,Oaklandvale - Haymarket Station,Weekday mornings only,1,542801000,60469983,0
429-_-0,429,0,Central Sq - Northgate Ctr via Square One & Garfield Ave,,1,542900000,60469783,0
429-1-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave",Weekday mornings only,2,542900040,60469780,0
429-3-0,429,0,"Central Square, Lynn - O'Callaghan Way & Fecteau Way",School days only,3,542900070,60467817,0
429-2-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One",Evenings only,3,542900100,60469790,0
429-5-0,429,0,Neptune Towers - O'Callaghan Way & Osborne St,School days only,3,542900130,60467826,0
429-_-1,429,1,Northgate Ctr - Central Sq via Square One & Garfield Ave,,1,542901000,60469770,0
429-1-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave",Weekday mornings only,2,542901040,60469766,0
429-3-1,429,1,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,542901070,60467829,0
429-2-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One",Evenings only,3,542901090,60469777,0
429-4-1,429,1,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,542901120,60467822,0
430-1-0,430,0,Malden Center Station - Saugus Center,,1,543000000,60412060,0
430-6-0,430,0,Malden Center Station - Saugus Center (Omits Square One),Weekday mornings only,2,543000040,60412072,0
430-7-0,430,0,Salem St & Sprague St - Square One Mall,School days only,3,543000070,60314765,0
430-2-0,430,0,Malden Center Station - Saugus Center via Kennedy Dr,Weekday evenings only,3,543000090,60413893,0
430-1-1,430,1,Saugus Center - Malden Center Station,,1,543001000,60412079,0
430-6-1,430,1,Saugus Center - Malden Center Station (Omits Square One),Weekdays only,2,543001040,60412078,0
430-2-1,430,1,Saugus Center - Malden Center Station via Kennedy Dr,Weekday evenings only,3,543001060,60413711,0
435-8-0,435,0,Neptune Towers - Salem Depot,,1,543500000,60470002,0
435-7-0,435,0,"Central Square, Lynn - Salem Depot",,2,543500030,60470003,0
435-6-0,435,0,Neptune Towers - Liberty Tree Mall,Sundays only,3,543500070,60474818,0
435-_-0,435,0,"Central Square, Lynn - Liberty Tree Mall",Sundays only,3,543500090,60474828,0
435-8-1,435,1,Salem Depot - Neptune Towers,,1,543501000,60470001,0
435-7-1,435,1,"Salem Depot - Central Square, Lynn",,2,543501030,60470004,0
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,Sundays only,3,543501070,60474819,0
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",Sundays only,3,543501090,60474821,0
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,543600000,60469732,0
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,543600030,60469750,0
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,543600060,60469757,0
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,543601000,60469740,0
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,543601040,60469754,0
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,543601060,60469758,0
436-8-1,436,1,Broadway & Conomo Ave - Lynn Bus Garage,School days only,3,543601080,60467816,0
436-9-1,436,1,Goodridge St & Memorial Park Ave - Lynn Bus Garage,School days only,3,543601100,60467820,0
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,543601120,60470785,0
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,543900000,60469797,0
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,543900030,60469870,0
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,543901000,60469863,0
439-_-1,439,1,"Nahant - Central Square, Lynn",Weekdays only,2,543901030,60469796,0
441-7-0,441,0,Wonderland Station - Marblehead via Paradise Rd,,1,544100000,60470102,0
441-5-0,441,0,Wonderland - Marblehead via Paradise Rd (Omits Point of Pines),Weekdays only,2,544100040,60470107,0
441-9-0,441,0,Lynn Bus Garage - Marblehead via Paradise Rd,Early mornings only,3,544100060,60470153,0
441-7-1,441,1,Marblehead - Wonderland Station via Paradise Rd,,1,544101000,60470149,0
441-5-1,441,1,Marblehead - Wonderland via Paradise Rd (Omits Point of Pines),Weekdays only,2,544101030,60470134,0
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",,1,544110000,60470114,0
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",,1,544111000,60470113,0
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,544200000,60470146,0
442-5-0,442,0,Wonderland - Marblehead via Humphrey St (Omits Point of Pines),Weekdays only,2,544200040,60470108,0
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,544200070,60470190,0
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,544201000,60470105,0
442-5-1,442,1,Marblehead - Wonderland via Humphrey St (Omits Point of Pines),Weekday mornings only,2,544201040,60470154,0
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Sunday late nights only,3,544201070,60475129,0
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,545000000,60470047,0
450-7-0,450,0,Wonderland Station - Salem Depot,,2,545000030,60474963,0
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,545000050,60470087,0
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,545001000,60470051,0
450-7-1,450,1,Salem Depot - Wonderland Station,,2,545001030,60474946,0
450-9-1,450,1,Salem Depot - Lynn Bus Garage,Late nights only,3,545001050,60470046,0
451-1-0,451,0,Salem Depot - North Beverly Station via Tozer Rd,Weekdays only,1,545100000,60469989,0
451-_-0,451,0,Salem Depot - North Beverly Station via Cabot St,Weekdays only,1,545100030,60469995,0
451-_-1,451,1,North Beverly Station - Salem Depot via Cabot St,Weekdays only,1,545101000,60469992,0
451-1-1,451,1,North Beverly Station - Salem Depot via Tozer Rd & Cummings,Weekdays only,1,545101020,60469998,0
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,1,545500000,60470467,0
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,545500040,60470485,0
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,1,545501000,60470468,0
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,545501040,60469730,0
455-3-1,455,1,Brookline St & Empire St - Lynn Bus Garage,School days only,3,545501070,60467833,0
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,545501090,60474802,0
456-_-0,456,0,"Central Square, Lynn - Salem Depot",Weekdays only,1,545600000,60470037,0
456-_-1,456,1,"Salem Depot - Central Square, Lynn",Weekday middays only,1,545601000,60470036,0
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,,1,550100000,60059020,0
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,,2,550100040,60059071,0
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,,1,550101000,60059070,0
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,,1,550101040,60059067,0
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,550400000,60065564,0
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,550401000,60065532,0
505-6-0,505,0,Federal St & Franklin St - Waltham Center via School St,Weekdays only,1,550500000,60059019,0
505-5-0,505,0,Federal St & Franklin St - Waltham Center,Weekdays only,2,550500030,60059131,0
505-5-1,505,1,Waltham Center - Federal St & Franklin St via School St,Weekdays only,1,550501000,60059093,0
505-6-1,505,1,Waltham Center - Federal St & Franklin St,Weekdays only,2,550501030,60059041,0
553-6-0,553,0,Newton Corner - Roberts,,1,555300000,60059082,0
553-6-1,553,1,Roberts - Newton Corner,,1,555301000,60059081,0
554-6-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,555400000,60059187,0
554-6-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,555401000,60059186,0
556-6-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,555600000,60059199,0
556-6-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,555601000,60059198,0
558-7-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,555800000,60064788,0
558-7-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,555801000,60064872,0
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571200000,60504147,0
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,571200040,60504097,0
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571201000,60504098,0
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,2,571201040,60520845,0
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571300000,60504146,0
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,2,571300040,60520871,0
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571301000,60504103,0
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,571301040,60504072,0
